match,player,X,Y
Corinthians x Atlético GO,L. Piton,69,90
Corinthians x Atlético GO,L. Piton,77,95
Corinthians x Atlético GO,L. Piton,5,76
Corinthians x Atlético GO,L. Piton,0,81
Corinthians x Atlético GO,L. Piton,5,90
Corinthians x Atlético GO,L. Piton,2,90
Corinthians x Atlético GO,L. Piton,22,80
Corinthians x Atlético GO,L. Piton,25,79
Corinthians x Atlético GO,L. Piton,84,93
Corinthians x Atlético GO,L. Piton,61,96
Corinthians x Atlético GO,L. Piton,47,77
Corinthians x Atlético GO,L. Piton,46,79
Corinthians x Atlético GO,L. Piton,48,81
Corinthians x Atlético GO,L. Piton,33,94
Corinthians x Atlético GO,L. Piton,21,91
Corinthians x Atlético GO,L. Piton,10,88
Corinthians x Atlético GO,L. Piton,63,100
Corinthians x Atlético GO,L. Piton,37,92
Corinthians x Atlético GO,L. Piton,73,95
Corinthians x Atlético GO,L. Piton,55,100
Corinthians x Atlético GO,L. Piton,83,91
Corinthians x Atlético GO,L. Piton,80,97
Corinthians x Atlético GO,L. Piton,54,87
Corinthians x Atlético GO,L. Piton,68,90
Corinthians x Atlético GO,L. Piton,88,91
Corinthians x Atlético GO,L. Piton,82,100
Corinthians x Atlético GO,L. Piton,79,96
Corinthians x Atlético GO,L. Piton,81,17
Corinthians x Atlético GO,L. Piton,77,73
Corinthians x Atlético GO,L. Piton,69,91
Corinthians x Atlético GO,L. Piton,11,55
Corinthians x Atlético GO,L. Piton,73,94
Corinthians x Atlético GO,L. Piton,77,100
Corinthians x Atlético GO,L. Piton,76,98
Corinthians x Atlético GO,L. Piton,43,95
Corinthians x Atlético GO,L. Piton,40,95
Corinthians x Atlético GO,L. Piton,59,65
Corinthians x Atlético GO,L. Piton,59,64
Corinthians x Atlético GO,L. Piton,61,4
Corinthians x Atlético GO,L. Piton,32,88
Corinthians x Atlético GO,L. Piton,28,100
Corinthians x Atlético GO,L. Piton,44,95
Corinthians x Atlético GO,L. Piton,58,90
Corinthians x Atlético GO,L. Piton,14,81
Corinthians x Atlético GO,L. Piton,6,84
Corinthians x Atlético GO,L. Piton,6,85
Corinthians x Atlético GO,L. Piton,66,88
Corinthians x Atlético GO,L. Piton,43,100
Corinthians x Atlético GO,L. Piton,48,93
Corinthians x Atlético GO,L. Piton,62,91
Corinthians x Atlético GO,L. Piton,61,96
Corinthians x Atlético GO,L. Piton,43,95
Corinthians x Atlético GO,L. Piton,41,95
Corinthians x Atlético GO,L. Piton,84,100
Corinthians x Atlético GO,L. Piton,23,92
Corinthians x Atlético GO,L. Piton,53,94
Corinthians x Atlético GO,L. Piton,79,96
Corinthians x Atlético GO,L. Piton,80,71
Corinthians x Atlético GO,L. Piton,79,70
Corinthians x Atlético GO,L. Natel,74,11
Corinthians x Atlético GO,L. Natel,71,27
Corinthians x Atlético GO,L. Natel,33,6
Corinthians x Atlético GO,L. Natel,39,7
Corinthians x Atlético GO,L. Natel,34,4
Corinthians x Atlético GO,L. Natel,34,4
Corinthians x Atlético GO,L. Natel,60,3
Corinthians x Atlético GO,L. Natel,59,2
Corinthians x Atlético GO,L. Natel,59,3
Corinthians x Atlético GO,L. Natel,64,4
Corinthians x Atlético GO,L. Natel,92,23
Corinthians x Atlético GO,L. Natel,60,7
Corinthians x Atlético GO,L. Natel,65,7
Corinthians x Atlético GO,L. Natel,69,13
Corinthians x Atlético GO,L. Natel,69,9
Corinthians x Atlético GO,L. Natel,84,29
Corinthians x Atlético GO,L. Natel,26,97
Corinthians x Atlético GO,L. Natel,25,13
Corinthians x Atlético GO,L. Natel,12,5
Corinthians x Atlético GO,L. Natel,67,4
Corinthians x Atlético GO,L. Natel,90,13
Corinthians x Atlético GO,L. Natel,68,5
Corinthians x Atlético GO,L. Natel,62,83
Corinthians x Atlético GO,L. Natel,72,29
Corinthians x Atlético GO,L. Natel,80,7
Corinthians x Atlético GO,L. Natel,91,17
Corinthians x Atlético GO,L. Natel,94,16
